# white_amp(R mean-sqrt) : 1.2564035640529556
# time    color    white
2007.25342    0.8577817264465102    -0.2442526346943259
2007.25616    1.0198441363393929    0.9076602039380444
2007.2589    0.3909035422816357    -0.34825020825984276
2007.26164    0.28328307045750156    -0.9260226765493242
2007.26438    0.9844737272476006    0.28617751491541166
2007.26712    1.110755411642962    0.573607504206969
2007.26986    1.3736255307600609    1.2251219035699896
2007.2726    0.9507329217628309    0.4641879029282494
2007.27534    0.09568596022586195    -0.7640962250179628
2007.27808    -0.0961425380005741    -0.956697608073487
2007.28082    0.5837183740808328    0.8774148983025029
2007.28356    0.316570901958239    0.35972092851705395
2007.2863    0.1922290531107268    0.5996004345133298
2007.28904    -1.2918429855292057    -2.5002080888858362
2007.29178    0.41409396214420086    0.9059578365479333
2007.29452    0.09199534841089704    -0.15889420553079223
2007.29726    0.5245223956745998    0.7211600456448456
2007.3    -0.26472762393003363    -1.2761451267827315
2007.30274    0.7696948628359069    0.4006835438327966
2007.30548    1.339368790332294    1.242616589671336
2007.30822    0.5967647815009616    0.09815675514657984
2007.31096    1.4734124528450523    1.7342980488663513
2007.3137    0.42089174406316676    0.001547264918147384
2007.31644    -0.6243617636549738    -1.2387638798695098
2007.31918    0.11473578274372558    0.3343772846830964
2007.32192    -0.2615645490103748    0.3230289851720886
2007.32466    -1.0453476755455724    -0.6806677529301894
2007.3274    -0.2277775446252283    1.1129124070392484
2007.33014    -1.5800616150990594    -1.4225647741038143
2007.33288    -1.802175116934006    -1.7907264765977293
2007.33562    -0.7632161375099942    -0.22260241800839808
2007.33836    -0.3800259742442106    0.2006603645288917
2007.3411    0.31850806688540995    1.1085441547174113
2007.34384    -0.13984374513453204    -0.32560299727625863
2007.34658    0.4535185265153546    0.5877042105895766
2007.34932    0.13347404677018399    -0.28501711567146
2007.35205    0.29904699580905825    0.2554919822883537
2007.35479    0.5467222663063711    0.4143537726231199
2007.35753    0.5489367862627657    1.0188868297107436
2007.36027    -0.5292046442749122    -1.1954283843034976
2007.36301    0.532268132369374    1.048796399382987
2007.36575    -0.9501624464914085    -1.9620399503867634
2007.36849    -0.06650449606781611    -0.1417829101846932
2007.37123    0.2390988546511605    -0.043982330662913405
2007.37397    0.8538588956765178    1.1443207013110228
2007.37671    1.156192841893818    1.3462425248418923
2007.37945    -0.025760479421005122    -0.7660881262937851
2007.38219    -0.11831175341851105    -0.7690608280144308
2007.38493    0.7598297922180267    0.8560383504804191
2007.38767    0.27956463003084475    0.3404019490862453
2007.39041    -0.3867122285799769    -0.8890164107295573
2007.39315    0.29897271928227614    0.5282435163010313
2007.39589    -0.16776172210035234    -0.20170982646442248
2007.39863    0.17679222898699104    0.8565915036721696
2007.40137    -0.4119247694905125    -0.15092547497157105
2007.40411    -0.6696266760786467    -0.38982762668056004
2007.40685    -0.8557173497435311    -0.70100641450797
2007.40959    -0.8852049617393982    -0.8700110439026139
2007.41233    -0.1332831829535587    0.5783207083471745
2007.41507    -0.3555360478986061    -0.09855471610895411
2007.41781    0.3105168838333686    1.1360306080711138
2007.42055    -0.4276109616241629    -0.6238388718912288
2007.42329    -0.342341892806118    -0.3081340627212656
2007.42603    -0.24401910458457038    -0.5059398494814464
2007.42877    0.40620638054498126    0.9436577360315735
2007.43151    -0.1217792584438366    -0.12735248284053619
2007.43425    0.4672330794203395    1.084463699998309
2007.43699    -0.41742676042272225    -0.6286550378387747
2007.43973    -0.5963861696417955    -0.6482629132575194
2007.44247    -0.24759779117442304    -0.09657545662859024
2007.44521    0.09467466912492055    0.661552425050324
2007.44795    -0.456374319075603    -0.38608555025429736
2007.45068    -0.34754598776991213    -0.1944800817650149
2007.45342    -0.027804549391226424    0.28642985728297443
2007.45616    -0.2789222042259434    -0.06125151694602149
2007.4589    -0.44396724272883503    -0.2949705509714384
2007.46164    -0.05390550147551258    0.41596953874143644
2007.46438    -0.28746222243763486    -0.14867784844468201
2007.46712    -0.697815239250013    -0.5365451156501768
2007.46986    -0.5565597469635771    -0.6765194235162629
2007.4726    0.7187744045525056    1.8487653172683731
2007.47534    -0.9329240828893821    -1.4963272219241228
2007.47808    0.19292584431244952    0.278983669165362
2007.48082    0.03205553619191878    -0.4583783865802358
2007.48356    0.11987906313269053    -0.1447573370426814
2007.4863    1.3500363700844713    1.7266242158111385
2007.48904    0.6766688878500604    0.504037925011299
2007.49178    -0.1622973217643824    -0.7519979701878321
2007.49452    0.3891921120068491    0.000861863655206907
2007.49726    0.29199067864245704    -0.09726121196225618
2007.5    -0.597029063833198    -1.9033557875858302
2007.50274    0.9273272600295087    0.5750790516271053
2007.50548    1.399720025566114    1.0065717148004696
2007.50822    1.3188033272182296    1.093032246020759
2007.51096    1.0490860934772193    0.27007070494168284
2007.5137    1.1771672333645908    0.750104446813461
2007.51644    -0.1852545946918145    -1.4780124814323141
2007.51918    0.44766357997144623    -0.10297687543689349
2007.52192    0.7727152806759178    0.5801832746394454
2007.52466    0.1619074873479568    -0.29966041313992864
2007.5274    0.5890711125616324    0.4825350276865461
2007.53014    0.3273939354822396    0.1545851470837597
2007.53288    0.09909067431162688    -0.3061080774523517
2007.53562    0.14722063684497794    0.15676616518145142
2007.53836    -0.6225030360892043    -1.0619142153921877
2007.5411    0.9020876693193338    2.0241181903363756
2007.54384    -0.43711612794696136    -0.12258219666701436
2007.54658    -1.4594678877100657    -1.1859431238752725
2007.54932    -0.5485780589521615    0.4163049076977946
2007.55205    -1.5288036863529233    -1.08984691176672
2007.55479    -2.1440587888389255    -2.3615988620498105
2007.55753    -0.3738005891464184    0.1784595622913287
2007.56027    -0.04249280286004751    -0.04195479919601166
2007.56301    0.3604527196949241    0.06628498797531757
2007.56575    1.1675093170334803    0.47084107358963667
2007.56849    2.0771044103259944    2.073800231965755
2007.57123    1.5464026022666728    1.22004557716418
2007.57397    1.637437775258337    1.9464375162764442
2007.57671    0.09020289540439547    -0.6861017967772296
2007.57945    -1.1175173872329658    -1.9589180443026628
2007.58219    -1.0739414816405117    -1.4852763065740844
2007.58493    -0.34540640972191106    0.10175148017103985
2007.58767    -0.16423677635774134    0.43651034288541435
2007.59041    -0.38320883630915004    -0.12780845003455144
2007.59315    -0.06305158854178822    0.3687854334426451
2007.59589    -0.0027547853366005487    0.025901991804142085
2007.59863    -0.3337347687264043    -0.8254993145285396
2007.60137    -0.7278060560894274    -2.4147130966266346
2007.60411    1.304187865677454    0.7670510431188351
2007.60685    1.8356625885857043    1.150442397051195
2007.60959    2.797345077214815    2.805211036025141
2007.61233    2.2358411153780082    1.5868537836169594
2007.61507    0.9113312167240916    -0.2666965346061384
2007.61781    0.36427807939262963    -0.39800540451797034
2007.62055    0.45522160792810085    0.23219044625066387
2007.62329    -0.5776827544981357    -1.413529118958968
2007.62603    -1.8334722609986442    -3.938220461027657
2007.62877    0.9813063065296449    0.8614023801101934
2007.63151    2.2148298723814257    2.7432949586342836
2007.63425    1.7542626690530772    1.922684742857029
2007.63699    1.0405432070734582    0.15755538993940044
2007.63973    0.30788385830646736    -0.8885984300353862
2007.64247    -0.087624794153357    -1.0732397579356523
2007.64521    0.9810656050986302    1.376316274497375
2007.64795    0.4796397456022242    0.5972347424455967
2007.65068    -0.5566087765031273    -0.8470847713718239
2007.65342    -0.63824856764677    -1.0468307416323337
2007.65616    0.24875404881821464    0.783089598240038
2007.6589    -0.43750625077104266    0.18689792204478428
2007.66164    -0.4333768458657797    0.10011215608486129
2007.66438    -0.06701749128999168    1.1507857137926045
2007.66712    -2.2788790645110986    -2.6193151604173615
2007.66986    -0.8687137985529283    0.28519427972821276
2007.6726    -1.4335957332711686    -0.9354691056092079
2007.67534    -0.8910798292648268    0.1347112112408
2007.67808    -0.4684064975214523    0.6243206872233413
2007.68082    -1.2204618341587157    -1.2111535260654982
2007.68356    -0.14827035505126523    0.9271634145330536
2007.6863    -1.0783740318530985    -1.031701177534376
2007.68904    0.3264653404482075    2.0726734944354646
2007.69178    -0.8312896953213667    -0.258417533029764
2007.69452    -1.3523150052732165    -0.6273140715791596
2007.69726    -1.751150174107196    -1.5198582759993393
2007.7    -1.193782115259397    -0.37135198881041576
2007.70274    -0.5527457922864689    0.992259457550954
2007.70548    -0.9764250445633726    -0.07917239503256979
2007.70822    -0.6639360044306034    0.3122763858029248
2007.71096    -1.7547547177021174    -1.7934534456404192
2007.7137    -0.6433576159866004    -0.0042655199751937545
2007.71644    -0.15119701299874388    0.8032279714993187
2007.71918    -0.8748703035700895    -0.5733589634860596
2007.72192    0.2327101965288314    1.4171037593675457
2007.72466    -0.5472634235164979    nan
