# white_amp(R mean-sqrt) : 2.6674027512284066
# time    color    white
2022.45616    -19.497600308861966    0.278029526023559
2022.4589    -23.420985598358826    -0.3007724068258284
2022.46164    -28.70435083394269    -0.7209347994327828
2022.46438    -19.757909460671314    -0.3733872917650274
2022.46712    -11.29963762390471    -0.23971533481828544
2022.46986    9.363140896095345    0.7874132766621074
2022.4726    1.3280162595217337    0.11192027462656196
2022.47534    4.34280070169749    0.484643900390326
2022.47808    -23.250696217572795    -1.5359003954343748
2022.48082    0.40018981402990583    -0.10540549671425037
2022.48356    16.39433798901968    0.5790054914071483
2022.4863    24.22712257150764    0.9228707401675784
2022.48904    10.675297834259464    0.1499862800792151
2022.49178    0.7085150964597915    nan
2022.49452    -8.536643495094005    -0.09691472367878795
2022.49726    -27.506790144360707    -1.1617163739456124
2022.5    -11.604948916063773    nan
2022.50274    -8.478801161539732    nan
2022.50548    -5.029779862725813    nan
2022.50822    -3.199333825872082    nan
2022.51096    -1.9859980108894324    nan
2022.5137    -1.243211425442794    nan
2022.51644    -0.7759770858618799    nan
2022.51918    -0.4848293637437729    nan
2022.52192    -0.30281554329839094    nan
2022.52466    -0.1891557394668614    nan
2022.5274    -0.11815248776459092    nan
2022.53014    -0.07380273284041379    nan
2022.53288    -0.04609988740632276    nan
2022.53562    -0.028795725813546252    nan
2022.53836    -0.017986884151604345    nan
2022.5411    -0.01123528088128306    nan
2022.54384    -0.007017976348067535    nan
2022.54658    -0.0043836904254290505    nan
2022.54932    -0.002738216920436749    nan
2022.55205    -0.0017103926595060837    nan
2022.55479    -0.0010683751987777637    nan
2022.55753    -0.0006673470909415832    nan
2022.56027    -0.0004168499420164175    nan
2022.56301    -0.00026038005777244937    nan
2022.56575    -0.00016264311824860838    nan
2022.56849    -0.0001015929716979228    nan
2022.57123    -6.345876748584167e-05    nan
2022.57397    -3.9638717410581986e-05    nan
2022.57671    -2.475982287247182e-05    nan
2022.57945    -1.5465907903001452e-05    nan
2022.58219    -9.660579244573084e-06    nan
2022.58493    -6.034350850199509e-06    nan
2022.58767    -3.7692680644311883e-06    nan
2022.59041    -2.3544046781396525e-06    nan
2022.59315    -1.4706152240294104e-06    nan
2022.59589    -9.185465212823368e-07    nan
2022.59863    -5.736703013832501e-07    nan
2022.60137    -3.5819378740865595e-07    nan
2022.60411    -2.2351219094962494e-07    nan
2022.60685    -1.3924498431856612e-07    nan
2022.60959    -8.638287180831697e-08    nan
2022.61233    -5.299960066005348e-08    nan
2022.61507    -3.1561264751329406e-08    nan
2022.61781    -1.7226048106571648e-08    nan
2022.62055    -6.750690740479536e-09    nan
2022.62329    2.243304008167419e-09    nan
2022.62603    1.1809747731393837e-08    nan
2022.62877    2.414677040594681e-08    nan
2022.63151    4.210185111942171e-08    nan
2022.63425    6.982889884405789e-08    nan
2022.63699    1.1374897870515228e-07    nan
2022.63973    1.8403681926772173e-07    nan
2022.64247    2.969771234599643e-07    nan
2022.64521    4.7873618489536e-07    nan
2022.64795    7.714220364563161e-07    nan
2022.65068    1.2428162120566414e-06    nan
2022.65342    2.0021349985892202e-06    nan
2022.65616    3.225243102120028e-06    nan
2022.6589    5.195411150073319e-06    nan
2022.66164    8.368889182104025e-06    nan
2022.66438    1.3480530855963495e-05    nan
2022.66712    2.1713899016182686e-05    nan
2022.66986    3.497521909418262e-05    nan
2022.6726    5.6334569591607814e-05    nan
2022.67534    9.073638887532548e-05    nan
2022.67808    0.0001461436773758601    nan
2022.68082    0.0002353805922035206    nan
2022.68356    0.0003790996642837886    nan
2022.6863    0.0006105599663572842    nan
2022.68904    0.0009833213592874944    nan
2022.69178    0.0015836342669321702    nan
2022.69452    0.002550390156382617    nan
2022.69726    0.004107246026169199    nan
2022.7    0.00661435068644344    nan
2022.70274    0.010651632447446385    nan
2022.70548    0.01715290203590212    nan
2022.70822    0.02762177760804473    nan
2022.71096    0.04447931605198567    nan
2022.7137    0.07162383311178572    nan
2022.71644    0.11533168962652557    nan
2022.71918    0.18571006741452803    nan
2022.72192    0.2990242102444504    nan
2022.72466    0.4814986252092385    nan
2022.7274    0.7751830340972321    nan
2022.73014    1.248577694781062    nan
2022.73288    2.008234255652275    nan
2022.73562    3.2430713731282776    nan
2022.73836    5.176290575658902    nan
2022.7411    8.544106241546368    nan
2022.74384    12.77980622702186    nan
2022.74658    25.02265545439298    0.6032372938316364
2022.74932    34.49909462838172    0.5307903916674519
2022.75205    30.813795172288863    0.6263942222617267
2022.75479    26.68735672874044    0.6685328280160476
2022.75753    6.934751244124901    -0.45709313530953377
2022.76027    11.386310980006765    0.01874457651381789
2022.76301    7.669039214417664    -0.23043392372781035
2022.76575    22.317771170623168    0.7605230627330641
2022.76849    16.448178293581837    0.2768183918379563
2022.77123    8.691561143794967    -0.21309812550385132
2022.77397    13.756689141346767    0.18186812528985996
2022.77671    16.256209355680994    0.14946721991925926
2022.77945    18.67172886577977    0.008185435727316559
2022.78219    23.62551594160105    0.13581514397842653
2022.78493    34.88718421040452    1.3629272108817005
2022.78767    16.940142986964684    0.6070716630634685
2022.79041    -27.371826076341403    -2.1759625044063604
2022.79315    10.023321516030784    0.7400469672979497
2022.79589    1.292767831425512    -0.11007470055255286
2022.79863    13.06157873378903    0.5481350930353255
2022.80137    4.4200207101012055    -0.07512290945405908
2022.80411    3.1085458683752947    -0.32061076239802055
2022.80685    13.723411273687551    -0.3846694801228008
2022.80959    29.63462040657531    0.8628029751793918
2022.81233    24.678640601436385    0.3860151006864463
2022.81507    21.850165963738917    0.39003429704689907
2022.81781    16.53086197730324    0.49319591044145383
2022.82055    -0.8660053526953151    -0.41769587317608536
2022.82329    -7.889315388344862    -0.6943254379168007
2022.82603    7.665849696256259    0.5582594074407146
2022.82877    -0.46149466643056103    nan
2022.83151    -0.739796588495059    0.10438232037725115
2022.83425    -10.15662784778863    -0.5464392281044521
2022.83699    -2.5338303192953893    -0.12931117551566196
2022.83973    4.951469038825179    0.13314526547987704
2022.84247    10.389231528446373    0.45110204326732983
2022.84521    11.126885273062907    0.5773241578706845
2022.84795    -15.077688751261187    -1.2460712367859923
2022.85068    9.102282426479366    0.5524210948412449
2022.85342    -0.06195280598844555    -0.2966038270237288
2022.85616    14.406857951201028    0.6285512431639848
2022.8589    2.862930821777957    -0.025695568432968052
2022.86164    8.070608722759603    0.6756668368127752
2022.86438    -19.39175347625828    -0.9451982445884397
2022.86712    -13.672531122182779    -0.34151107550379045
2022.86986    -8.588472102569254    0.0038666632859900574
2022.8726    -6.132747318291786    0.08427435081766443
2022.87534    -5.630030859833826    0.12431950306479678
2022.87808    -16.123171154019637    -0.6332598258066433
2022.88082    -9.211946197223778    -0.28960107947165525
2022.88356    0.87825773968328    0.08078639114329667
2022.8863    5.713868287409028    0.011733161692518479
2022.88904    18.58912778931326    0.708729663475097
2022.89178    9.344066099646284    -0.06757157948722892
2022.89452    10.969883073666463    0.1904552782135518
2022.89726    12.876165917106846    0.5733823256944568
2022.9    -7.2033641809098885    -0.6521759036070938
2022.90274    2.789308359998776    0.3537808241578837
2022.90548    -8.73781215141357    -0.31548658586968337
2022.90822    -6.751088569069101    -0.09484441189939652
2022.91096    -8.139324741635168    -0.19538925323540113
2022.9137    -6.036468205558258    -0.1835518949359436
2022.91644    -0.16363687637455016    0.061561183503889616
2022.91918    3.0726569075450514    0.04660592960413146
2022.92192    4.131140515826438    -0.087409664703749
2022.92466    14.525941236524783    0.5449262808782454
2022.9274    7.021566990581661    -0.020108515921998027
2022.93014    9.605792066216788    0.32853771085375527
2022.93288    1.602586706493648    -0.03278986953137597
2022.93562    -5.300585140748391    -0.39239656513355037
2022.93836    2.326032980696156    0.31910982358918805
2022.9411    -4.140777152167896    -0.07413408809268773
2022.94384    -9.361065923871468    -0.412995910558303
2022.94658    -1.9900268011916848    0.15692221338734758
2022.94932    -3.3922772259990124    0.000875190637413148
2022.95205    -5.771182754849974    -0.279144453070856
2022.95479    -0.7532101517003444    -0.05565597644057152
2022.95753    8.11620836017918    0.3160191742480549
2022.96027    6.024071569410797    0.049100198324101285
2022.96301    8.35718384169264    0.1562217206194294
2022.96575    5.455108831228547    -0.10225712551068344
2022.96849    26.34332652092523    1.0474930653923984
2022.97123    30.968832951697287    2.0589389484672225
2022.97397    2.4163123040903653    -0.3523479471382065
2022.97671    -8.435260345552285    -0.5672425681962139
2022.97945    -5.565719694195913    -0.006520792403652109
2022.98219    -10.224463927892138    -0.32008629385597587
2022.98493    -5.805811999900593    -0.11438755058782668
2022.98767    -2.0376821350704217    -0.06140203930100663
2022.99041    2.753645633689518    0.06501374062747045
2022.99315    9.01719714114318    0.3158226824503547
2022.99589    2.941496402269159    -0.2972882461837729
2022.99863    15.752565238518136    0.49837872948481454
2023.00137    8.833130731395398    -0.07874065105325023
2023.00411    19.2083843846294    0.7449568179179522
2023.00685    1.766383048345308    -0.3174070472269508
2023.00959    6.727861753734274    0.3114447450452795
2023.01233    -5.979367495297508    -0.3954391820270846
2023.01507    -0.7589957759433954    0.16423359390926162
2023.01781    -5.8301763340538155    -0.08960697653402327
2023.02055    -10.307178613541003    -0.4432955522694968
2023.02329    -2.9140454620564125    0.026423804578719956
